eic,name,tso,u_primary,u_secondary,imax,s_nom,r,x,b,g,theta,is_pst,x_physical
30T-BRAD400AT3-3,TR Bradu 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.48,45.76,-2.46,0.47,,False,True
30T-BRAD400AT4-0,TR Bradu 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.48,45.76,-2.46,0.47,,False,True
30T-BRAZ400AT3-R,TR Brazi Vest 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.49,47.6,-4.98,0.47,,False,True
30T-BUCU400AT3-J,TR Bucuresti Sud 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.51,52.0,-4.96,0.61,,False,True
30T-BUCU400AT4-R,TR Bucuresti Sud 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.51,52.0,-4.96,0.61,,False,True
30T-GUTI400AT5-2,TR Gutinas 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.66,42.51,-4.99,0.39,,False,True
30T-GUTI400AT61W,TR Gutinas 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.66,42.51,-4.99,0.39,,False,True
30T-IERN400AT1-U,TR Iernut 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.85,40.67,-4.97,0.56,,False,True
30T-LACS400AT3-Q,TR Lacu Sarat 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.49,47.56,-4.98,0.43,,False,True
30T-LACS400AT4-N,TR Lacu Sarat 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.49,47.52,-4.98,0.41,,False,True
30T-MINT400AT3-T,TR Mintia 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.54,47.28,-4.98,0.47,,False,True
30T-MINT400AT4-Q,TR Mintia 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.54,47.12,-4.98,0.47,,False,True
30T-PDFE400AT1-A,TR Portile de Fier 400/220 1,TEL,400.0,231.0,721.0,499.5234529028642,0.46,40.64,-4.33,0.63,,False,True
30T-PDFE400AT2-7,TR Portile de Fier 400/220 2,TEL,400.0,231.0,721.0,499.5234529028642,0.46,40.64,-4.33,0.63,,False,True
30T-PDFE400AT3-4,TR Portile de Fier 400/220 3,TEL,400.0,231.0,721.0,499.5234529028642,0.51,40.89,-6.22,0.58,,False,True
30T-ROSI400AT--1,TR Rosiori 400/220,TEL,400.0,231.0,577.0,399.7573263868969,0.49,47.6,-4.98,0.47,,False,True
30T-SIBI400AT5-M,TR Sibiu Sud 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.6,43.68,-4.99,0.38,,False,True
30T-SIBI400AT6-J,TR Sibiu Sud 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.6,43.68,-4.99,0.38,,False,True
30T-SLAT400AT1-N,TR Slatina 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,0.7,42.79,-4.99,0.39,,False,True
30T-SLAT400AT2-K,TR Slatina 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.7,42.79,-4.99,0.39,,False,True
30T-UREC400AT--F,PST Urechesti 400/220 1,TEL,400.0,231.0,577.0,399.7573263868969,1.02,45.99,-12.37,1.81,60.0,True,True
30TIERN400AT2--1,TR Iernut 400/220 2,TEL,400.0,231.0,577.0,399.7573263868969,0.51,47.2,-3.57,0.43,,False,True
11T0-0000-0082-R,PST / 380-220kV / Buers / Trafo 37,TRANSNETBW,380.0,220.0,634.0,417.28568055949387,0.21,19.32,-11.21,3.45,90.0,True,True
11T0-0000-0091-Q,TR / 380-220kV / Buers / Trafo 31,TRANSNETBW,380.0,220.0,499.0,328.43147413121045,0.99,83.23,-3.04,0.76,0.0,True,True
11T0-0000-0092-N,TR / 380-220kV / Buers / Trafo 32,TRANSNETBW,380.0,220.0,499.0,328.43147413121045,0.98,83.41,-3.51,0.75,0.0,True,True
11T0-0000-0093-K,TR / 380-220kV / Buers / Trafo 33,TRANSNETBW,380.0,220.0,499.0,328.43147413121045,1.15,81.54,-2.25,0.74,0.0,True,True
11T0-0000-0094-H,TR / 380-220kV / Buers / Trafo 34,TRANSNETBW,380.0,220.0,499.0,328.43147413121045,1.19,81.21,-2.5,0.63,0.0,True,True
11TD400000023-T9,TR / 380-220kV / Daxlanden / Trafo 401,TRANSNETBW,380.0,220.0,1443.0,949.7527398223181,0.25,24.64,-2.27,1.06,0.0,True,True
11TD400000028-TQ,TR / 380-220kV / Daxlanden / Trafo 402,TRANSNETBW,380.0,220.0,1443.0,949.7527398223181,0.34,24.16,-7.58,1.61,0.0,True,True
11TD400000041-T7,TR / 380-220kV / Eichstetten / Trafo 401,TRANSNETBW,380.0,220.0,1443.0,949.7527398223181,0.24,24.37,-2.05,1.07,0.0,True,True
12T-0000000591-H,TR / 380-220kV / Kuehmoos Trafo 401,TRANSNETBW,380.0,220.0,953.0,627.2448794529931,0.4,24.48,-10.64,1.32,-120.0,True,True
11TD400000127-TO,TR / 380-220kV / Neurott / Trafo 402,TRANSNETBW,380.0,220.0,953.0,627.2448794529931,0.71,24.24,-3.23,1.47,0.0,True,True
11TD400000125-TW,TR / 380-220kV / Neurott / Trafo 401,TRANSNETBW,220.0,380.0,1506.0,573.8630735637204,0.19,8.13,-7.91,3.52,0.0,True,True
11TD400000144-TQ,TR / 380-220kV / Pulverdingen / Trafo 323,TRANSNETBW,220.0,380.0,1506.0,573.8630735637204,0.18,10.23,-2.09,1.92,0.0,True,True
19T110000006830D,TR Chelm-A3,PSE,400.0,220.0,500.0,346.41016151377545,0.434,42.63,-0.68,0.44,0.0,True,True
19T110000006831B,TR Chelm-A2,PSE,400.0,220.0,160.0,110.85125168440814,0.989,32.188,-6.8,1.82,0.0,True,True
11TD2T000000035V,PST Diele T441,TENNETGMBH,380.0,380.0,1870.0,1230.7953038584442,0.11,12.32,-2.44,0.96,90.0,True,True
11TD2T000000036T,PST Diele T442,TENNETGMBH,380.0,380.0,1870.0,1230.7953038584442,0.11,12.32,-2.45,0.94,90.0,True,True
11T0-0000-1915-W,PST Wuergau T441A,TENNETGMBH,380.0,380.0,2399.0,1578.9721571959396,0.1,11.97,-2.3,1.25,90.0,True,True
11T0-0000-1916-T,PST Wuergau T441B,TENNETGMBH,380.0,380.0,2399.0,1578.9721571959396,0.1,12.03,-2.29,1.27,90.0,True,True
11T0-0000-1917-Q,PST Wuergau T442A,TENNETGMBH,380.0,380.0,2399.0,1578.9721571959396,0.1,11.97,-2.3,1.25,90.0,True,True
11T0-0000-1918-N,PST Wuergau T442B,TENNETGMBH,380.0,380.0,2399.0,1578.9721571959396,0.1,11.98,-2.3,1.26,90.0,True,True
11TD2T0000000142,TR Audorf/S T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.48,46.61,-0.61,0.49,,False,True
11T0-0000-0019-Y,TR Audorf/S T422,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.94,-0.3,0.51,,False,True
11TD2T000000245K,TR Bechterdissen T423,TENNETGMBH,380.0,220.0,721.0,474.54728025772096,0.79,61.04,-0.5,0.89,,False,True
11TD2T000000246I,TR Bechterdissen T424,TENNETGMBH,380.0,220.0,721.0,474.54728025772096,0.79,60.92,-0.63,0.81,,False,True
11TD2T0000002013,TR Brunsbuettel T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,46.01,-2.19,0.5,,False,True
11TD2T000000208Q,TR Buettel T441,TENNETGMBH,380.0,220.0,2061.0,1356.507551471793,0.58,58.42,-2.03,1.17,,False,True
11TD2T000000209O,TR Buettel T442,TENNETGMBH,380.0,220.0,2061.0,1356.507551471793,0.58,58.39,-1.9,1.19,,False,True
11TD2T000000033Z,TR Conneforde/O T422,TENNETGMBH,380.0,220.0,631.0,415.31114263886536,1.01,65.36,-0.51,0.74,,False,True
11T0-0000-1608-5,TR Conneforde/O T423,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.41,45.9,-7.97,0.48,,False,True
11TD2T000000219L,TR Diele T1,TENNETGMBH,380.0,220.0,1177.0,774.6770441932559,0.74,46.53,-0.62,0.93,,False,True
11TD2T000000229I,TR Doerpen/W T441,TENNETGMBH,380.0,380.0,1734.0,1141.2829181232846,0.61,41.63,-0.68,1.18,,False,True
11TD2T000000230X,TR Doerpen/W T442,TENNETGMBH,380.0,380.0,1734.0,1141.2829181232846,0.61,41.63,-0.67,1.18,,False,True
11TD2T000000227M,TR Doerpen/W T443,TENNETGMBH,380.0,380.0,1955.0,1286.7405449429189,0.48,38.14,-0.67,1.16,,False,True
11TD2T000000228K,TR Doerpen/W T444,TENNETGMBH,380.0,380.0,1955.0,1286.7405449429189,0.48,38.14,-0.67,1.16,,False,True
11T0-0000-0070-0,TR Emden/O T425,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.62,-0.32,0.5,,False,True
11T0-0000-1589-C,TR Emden/O T428,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.87,-4.31,0.47,,False,True
11TD2T000000260O,TR Etzenricht T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.52,47.0,-0.44,0.54,,False,True
11TD2T000000070T,TR Grosskrotzenburg T421,TENNETGMBH,380.0,220.0,1082.0,712.1500100400195,0.71,51.2,-4.88,1.93,,False,True
11TD2T000000071R,TR Grosskrotzenburg T422,TENNETGMBH,380.0,220.0,528.0,347.5186740306195,1.22,59.14,-9.54,1.71,,False,True
11TD2T000000072P,TR Grosskrotzenburg T423,TENNETGMBH,380.0,220.0,1082.0,712.1500100400195,0.71,51.46,-6.82,1.94,,False,True
11TD2T000000096B,TR Irsching T421,TENNETGMBH,380.0,220.0,866.0,569.9832797547662,0.72,51.52,-1.3,1.35,,False,True
11TD2T000000116V,TR Landesbergen T422,TENNETGMBH,380.0,220.0,1082.0,712.1500100400195,0.66,49.86,-8.03,1.88,,False,True
11TD2T000000117T,TR Landesbergen T423,TENNETGMBH,380.0,220.0,523.0,344.2277774962387,1.1,65.45,-5.07,1.76,,False,True
11T0-0000-1889-Y,TR Mehrum/N T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.87,-2.49,0.48,,False,True
11T0-0000-1890-K,TR Mehrum/N T422,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.9,-2.49,0.48,,False,True
11TD2T000000143S,TR Oberbachern T421,TENNETGMBH,380.0,220.0,926.0,609.4740381673365,0.64,49.17,-3.64,1.94,,False,True
11TD2T000000146M,TR Ottenhofen T426,TENNETGMBH,380.0,220.0,917.0,603.5504244054509,0.67,49.46,-4.93,1.8,,False,True
11TD2T000000155L,TR Pleinting T421,TENNETGMBH,380.0,220.0,952.0,626.586700146117,0.59,47.84,-5.67,1.97,,False,True
11TD2T000000156J,TR Pleinting T422,TENNETGMBH,380.0,220.0,952.0,626.586700146117,0.66,48.85,-6.47,1.93,,False,True
11TD2T000000160S,TR Raitersaich T421,TENNETGMBH,380.0,220.0,926.0,609.4740381673365,0.68,50.37,-2.14,1.52,,False,True
11TD2T000000168C,TR Schwandorf VK5,TENNETGMBH,380.0,220.0,935.0,615.3976519292221,0.62,49.33,-5.2,2.14,,False,True
11TD2T000000172L,TR Siems T421,TENNETGMBH,380.0,220.0,631.0,415.31114263886536,1.07,86.44,-0.74,0.65,,False,True
11TD2T000000180M,TR Sottrum T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.49,46.82,-0.57,0.5,,False,True
11T0-0000-1686-G,TR Stade/W T421,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.76,-8.68,0.49,,False,True
11T0-0000-1687-D,TR Stade/W T422,TENNETGMBH,380.0,220.0,811.0,533.7834178765766,0.42,45.87,-7.16,0.46,,False,True
11TD2T000000206U,TR Unterweser T421,TENNETGMBH,380.0,220.0,1190.0,783.2333751826462,0.51,24.0,-3.84,1.5,,False,True
11TD2T000000191H,TR Wahle T421,TENNETGMBH,380.0,220.0,1082.0,712.1500100400195,0.71,49.86,-3.9,1.75,,False,True
11TD2T000000192F,TR Wahle T422,TENNETGMBH,380.0,220.0,1082.0,712.1500100400195,0.62,52.26,-4.92,1.84,,False,True
11TD2T0000001975,TR Wuergassen T421,TENNETGMBH,380.0,220.0,509.0,335.01326719997223,1.32,60.59,-12.82,1.82,,False,True
11T0-0000-2102-5,TR Wuergassen T423,TENNETGMBH,380.0,220.0,405.0,266.5626192848502,1.19,101.01,-0.47,0.54,,False,True
11T0-0000-1249-6,TR Brauweiler TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-0572-6,TR Buerstadt TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.312,24.8,-8.6,1.8,-60.0,True,True
11T0-0000-0571-9,TR Buerstadt TR 422,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.247,16.838,-45.0,6.0,,False,True
11T0-0000-0575-Y,TR Buescherhof TR 421,AMPRION GMBH,240.0,400.0,1924.0,799.7917809030047,0.24,17.278,-6.4,5.3,,False,True
11T0-0000-1251-Q,TR Dauersberg TR 422,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.232,23.806,-3.0,0.9,60.0,True,True
11T0-0000-0589-I,TR Dauersberg TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0595-Q,TR Eiberg TR 421,AMPRION GMBH,240.0,400.0,1924.0,799.7917809030047,0.24,17.278,-6.4,5.3,,False,True
11T0-0000-0606-H,TR Ensdorf TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-0614-J,TR Gersteinwerk TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.235,16.738,-5.4,3.0,,False,True
11T0-0000-0615-G,TR Gersteinwerk TR 422,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.117,15.784,-5.4,1.6,,False,True
11T0-0000-0620-R,TR Gronau TR 441 E,AMPRION GMBH,400.0,400.0,2165.0,1499.9559993546477,0.131,3.31,-6.2,2.9,90.0,True,True
11T0-0000-1278-Y,TR Hanekenfaehr TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.229,16.483,-11.0,5.2,,False,True
11T0-0000-0646-1,TR Hattingen TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.235,16.662,-37.3,3.4,,False,True
11T0-0000-1881-L,TR Herbertingen TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0683-V,TR Kusenhorst TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.206,16.221,-17.2,5.7,,False,True
11T0-0000-0754-Z,TR Niederrhein TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0759-K,TR Niederstedem TR 422,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,-60.0,True,True
11T0-0000-0758-N,TR Niederstedem TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,-60.0,True,True
11T0-0000-0760-6,TR Niederstedem TR 423,AMPRION GMBH,400.0,230.0,1155.0,800.2074730968213,0.459,45.176,-1.6,0.5,-60.0,True,True
11T0-0000-2133-R,TR Oberzier TR 442 E,AMPRION GMBH,400.0,400.0,3078.0,2132.5009542788016,0.075,9.0,-3.4,0.7,90.0,True,True
11T0-0000-0796-D,TR Opladen TR 421,AMPRION GMBH,240.0,400.0,1924.0,799.7917809030047,0.24,17.276,-39.1,6.1,,False,True
11T0-0000-1674-Q,TR Opladen TR 422,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-0858-I,TR St. Peter TR 422,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-1348-4,TR St. Peter TR 423,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0833-4,TR Rommerskirchen TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0847-P,TR Sechtem TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-2071-M,TR Siegburg TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-0859-F,TR Tiengen TR 421,AMPRION GMBH,400.0,230.0,1271.0,880.5746305680171,0.446,24.741,-1.0,1.6,-60.0,True,True
11T0-0000-0862-W,TR Uchtelfangen TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,-60.0,True,True
11T0-0000-0874-M,TR Urberach TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,-60.0,True,True
11T0-0000-0875-J,TR Urberach TR 422,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,-60.0,True,True
11T0-0000-0879-7,TR Utfort TR 422,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0878-A,TR Utfort TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0884-I,TR Voehringen TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.232,23.806,-3.0,0.9,-60.0,True,True
11T0-0000-1352-I,TR Walsum TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.176,16.046,-3.6,4.3,,False,True
11T0-0000-0893-H,TR Wehrendorf TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
11T0-0000-0914-4,TR Westerkappeln TR 421,AMPRION GMBH,230.0,400.0,2008.0,799.9303449676103,0.229,16.482,-28.0,4.6,,False,True
11T0-0000-0904-8,TR Weissenthurm TR 421,AMPRION GMBH,400.0,230.0,1924.0,1332.986301505008,0.331,24.8,-6.9,1.9,60.0,True,True
49T000000000078O,PST Meeden PST W,TENNET NL,400.0,400.0,1520.0,1053.0868910018773,0.1295,10.006,-5.89091,2.7701,90.0,True,True
49T000000000077Q,PST Meeden PST Z,TENNET NL,400.0,400.0,1520.0,1053.0868910018773,0.1295,10.006,-5.89091,2.7701,90.0,True,True
49T000000000184P,TR Eemshaven Hogeland 380kV TR 421,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.091,31.529,-10.3425,0.9695,,False,True
49T000000000183R,TR Eemshaven 380kV TR 423,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.091,31.529,-10.3425,0.9695,,False,True
49T000000000181V,TR Eemshaven 380kV TR 401,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.0912,30.585,-10.3425,0.9695,,False,True
49T000000000182T,TR Eemshaven 380kV TR 402,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.091,31.669,-10.3425,0.9695,,False,True
49T000000000187J,TR Ens 380kV TR 404,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.1116,42.923,-6.88545,0.741,,False,True
49T000000000185N,TR Ens 380kV TR 402,TENNET NL,400.0,220.0,760.0,526.5434455009387,0.0912,31.462,-10.3425,0.9695,,False,True
49T000000000186L,TR Ens 380kV TR 403,TENNET NL,400.0,220.0,760.0,526.5434455009387,0.2117,43.136,-6.90189,0.5679,,False,True
49T000000000188H,TR Meeden 380kV TR 402,TENNET NL,400.0,220.0,1140.0,789.8151682514081,0.0626,30.653,-10.3444,0.9488,,False,True
